id,Province,Agroecological.zones,Crop,Grp.Crop,Regime,Code_Stage,birth.day,sampling.date,Base.Feed,Second.feed.1,second.feed.1.date,second.feed..2,second.feed..2.date,Sampling.Timing.Vs.second.feed.timing,Target,Mos.,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,B1,B2,B3,B4,B5,B6,B6_VCID_1,B6_VCID_2,B7,FVC,LST,NDVI,AI,ETP_jan_mars,ETP_oct_dec,ETP_oct_mars,EVI_Diff,EVI_RUE,EVI_fev,EVI_jan,EVI_jan_mars,EVI_mars,EVI_max,EVI_min,EVI_oct_dec,EVI_oct_mars,EVIsum,FAPAR_RUE,FAPAR_jan_mars,FAPAR_oct_dec,FAPAR_oct_mars,FAPARsum,Fpar_Diff,Fpar_fev,Fpar_jan,Fpar_mars,Fpar_max,Fpar_min,LAI_Diff,LAI_fev,LAI_jan,LAI_jan_mars,LAI_mars,LAI_max,LAI_min,LAI_oct_dec,LAI_oct_mars,LAIsum,LST_DAY_jan_mars,LST_DAY_oct_dec,LST_Night_jan_mars,LST_Night_oct_dec,NDVI_Diff,NDVI_RUE,NDVI_fev,NDVI_jan,NDVI_jan_mars,NDVI_mars,NDVI_max,NDVI_min,NDVI_oct_dec,NDVI_oct_mars,NDVIsum,P_dec_fev,P_oct_mars,P_sep_nov,pH,Ec,MO,K20,P2O5
352,Fès,favorable,orge,Barley,Bour,S1,31/10/2020,31/01/2021,Yes,No,,No,,No N topDress ,5.64,98%,0.141,0.002,0.178,0.073,0.11,0.113,0.061,0.128,0.364,0.435,0.417,0.457,0.142,1.068,0.004,4.086,0.629,0.857,828.473,831.289,0.583,2.308,445.63,880.9,506.97,"4,401.52","1,727.61","3,325.78",332.53,331.99,709.33,17.99,335.29,0.91,2.67,"2,357.04",303.49,690.12,-0.47,1.47,0.51,0.43,0.4,0.31,0.61,0.14,0.28,0.34,3.8,4.56,0.59,0.36,0.53,11.8,0.72,0.74,0.53,0.53,0.9,0.17,2.76,1.9,0.81,1.38,1.27,2.99,0.23,0.46,0.81,23.92,22.76,23.03,10.2,11.4,-0.63,2.35,0.74,0.66,0.61,0.5,0.85,0.21,0.46,0.54,6.07,78.19,297.38,209.31,9.7,0.2,3,327.1,58.9
353,My Yaacoub,favorable,Blé tendre,Wheat,Bour,S1,10/11/2020,31/01/2021,Yes,Yes,15/12/2020,No,,After,6.2,99%,0.14,0.001,0.179,0.091,0.102,0.094,0.058,0.112,0.343,0.445,0.454,0.467,0.175,1.188,0.002,4.943,0.689,0.89,832.84,835.11,0.628,3.407,522.33,631.35,436.68,"4,497.33","1,769.22","3,331.55",333.16,333.23,887.18,19.97,335.86,0.94,2.26,"2,296.90",273.7,666.77,-0.18,1.08,0.3,0.25,0.3,0.35,0.37,0.19,0.29,0.29,3.19,3.83,0.58,0.45,0.54,11.3,0.44,0.61,0.54,0.59,0.66,0.22,1.15,1.15,0.81,1.04,1.27,1.5,0.35,0.69,0.81,19.44,22.8,23.63,8.28,9.69,-0.29,2,0.54,0.5,0.55,0.59,0.62,0.32,0.57,0.55,5.91,92.6,339.01,252.51,9.9,0.2,3.7,356.7,36.1
354,My Yaacoub,favorable,orge,Barley,Bour,S1,15/11/2020,31/01/2021,Yes,Yes,05/01/2021,No,,After,3.32,98%,0.147,0.002,0.199,0.099,0.114,0.115,0.067,0.13,0.319,0.391,0.379,0.407,0.168,0.792,0.003,3.445,0.575,0.803,829.155,831.885,0.527,2.211,,,,,,,,,,19.97,,,2.59,"2,456.75",314.99,744.97,-0.51,1.81,0.57,0.64,0.6,0.59,0.61,0.1,0.27,0.57,5.19,4.29,0.63,0.46,0.53,12.32,0.49,0.68,0.63,0.58,0.75,0.25,1.61,1.44,1.04,1.21,1.44,1.96,0.35,0.69,0.92,23.12,21.6,22.62,8.98,9.03,-0.48,2.61,0.76,0.81,0.79,0.74,0.8,0.32,0.55,0.71,7.49,96.81,330.28,230.76,9.8,0.2,4,256.8,85.8
355,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,15/11/2020,19/02/2021,Yes,Yes,10/01/2021,No,,After,3.84,101%,0.139,0.001,0.195,0.113,0.107,0.091,0.07,0.095,0.174,0.207,0.188,0.218,0.067,0.25,0.001,3.609,0.426,0.526,830.381,832.959,0.244,1.824,381.84,609.5,395.35,"3,221.13","1,937.13","3,319.77",332,332.41,"1,096.61",14.91,334.28,0.9,1.55,"2,259.75",297.85,598.12,-0.41,1.11,0.56,0.47,0.52,0.46,0.58,0.17,0.2,0.39,4.28,3.18,0.69,0.41,0.52,12.29,0.54,0.72,0.67,0.59,0.72,0.18,1.61,1.5,1.21,1.27,1.44,1.96,0.35,0.58,0.92,23.58,24.01,21.77,9.94,9.76,-0.59,1.87,0.84,0.77,0.8,0.69,0.87,0.28,0.48,0.69,7.23,127.29,444.21,304.88,9.2,0.2,2,227.4,36
356,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,29/10/2020,20/02/2021,Yes,Yes,01/01/2021,No,,After,5.18,98%,0.15,0.001,0.176,0.077,0.12,0.107,0.068,0.108,0.377,0.526,0.521,0.546,0.144,1.606,0.001,7.724,0.76,0.886,837.369,839.072,0.673,3.52,235.21,522.1,327.51,"5,852.89","1,520.34","3,300.50",324.25,324.28,518.15,14.91,332.04,1.03,2.02,"2,141.65",263.12,613.52,-0.39,1.16,0.39,0.47,0.43,0.46,0.48,0.09,0.15,0.35,3.53,4.27,0.75,0.31,0.64,12.98,0.72,0.82,0.7,0.72,0.85,0.13,2.3,2.3,1.27,1.73,2.01,2.53,0.23,0.35,1.15,27.49,22.29,25.04,9.74,11.6,-0.54,1.85,0.64,0.69,0.66,0.66,0.69,0.15,0.33,0.57,5.63,95.17,349.81,233.06,10.1,0.2,1.4,628.2,55.7
357,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,10/11/2020,21/02/2021,Yes,Yes,15/12/2020,No,,After,3.4,100%,0.14,0.001,0.21,0.112,0.109,0.101,0.074,0.11,0.219,0.261,0.257,0.284,0.094,0.376,0.001,3.525,0.471,0.638,829.25,831.969,0.35,2.136,304.98,492.72,370.28,"3,071.71","1,483.96","3,294.81",325.44,325.56,648.32,14.91,331.75,0.9,2.06,"2,206.74",249.55,633.88,-0.61,1.5,0.65,0.55,0.57,0.54,0.72,0.11,0.17,0.48,4.61,3.82,0.76,0.23,0.55,11.74,0.79,0.81,0.58,0.76,0.9,0.1,2.99,2.24,0.98,1.96,2.07,3.11,0.12,0.35,0.81,26.11,22.67,24.05,10.01,11.72,-0.71,2.19,0.88,0.79,0.83,0.75,0.88,0.18,0.29,0.69,6.71,87.78,353.11,245.26,9.6,0.3,2.5,285.5,37.1
360,Taounate,favorable supérieur,Blé dur,Wheat,Bour,S1,15/11/2020,24/02/2021,Yes,Yes,10/01/2021,No,,After,4.44,98%,0.15,0.004,0.253,0.145,0.13,0.137,0.114,0.15,0.289,0.339,0.351,0.371,0.118,0.431,0.001,4.424,0.443,0.584,830.379,832.957,0.392,2.456,463.9,894.15,855.91,"3,404.68","2,415.33","3,326.50",328.1,328.1,"1,315.94",14.91,335.64,0.69,1.33,"1,903.60",111.09,416.76,-0.41,1.21,0.49,0.42,0.45,0.46,0.55,0.14,0.16,0.39,3.79,3.22,0.57,0.23,0.48,10.1,0.58,0.64,0.52,0.57,0.71,0.14,1.5,1.5,0.81,1.15,1.32,1.73,0.23,0.35,0.69,18.29,22.79,23.75,10.91,12.25,-0.54,1.85,0.71,0.66,0.68,0.61,0.74,0.2,0.33,0.61,5.79,98.75,360.98,249.59,9.5,1.8,3.7,348.9,53.1
361,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,21/11/2020,25/02/2021,Yes,Yes,15/01/2021,No,,After,2.76,94%,0.137,0.002,0.242,0.142,0.106,0.11,0.078,0.139,0.322,0.379,0.373,0.403,0.154,0.701,0.003,3.492,0.535,0.752,827.543,830.475,0.496,2.74,407.88,851.73,830.06,"4,008.05","2,890.06","3,364.30",336.43,336.44,"1,808.64",14.91,339.51,0.75,2.32,"2,364.63",322.46,684.14,-0.39,1.31,0.49,0.34,0.39,0.39,0.55,0.16,0.3,0.32,3.85,3.81,0.59,0.35,0.54,11.22,0.59,0.67,0.56,0.56,0.71,0.13,1.38,1.44,0.81,1.15,1.15,1.61,0.23,0.58,0.81,20.13,22,24.3,9.82,9.69,-0.55,2.15,0.74,0.59,0.63,0.58,0.78,0.24,0.53,0.56,6.34,93.29,338.8,229.77,9.5,0.3,2.4,433.2,41.1
362,Taounate,favorable supérieur,Orge,Barley,Bour,S1,22/11/2020,26/02/2021,Yes,Yes,20/12/2020,No,,After,4.7,102%,0.131,0.003,0.13,0.051,0.097,0.086,0.044,0.088,0.33,0.464,0.452,0.491,0.156,1.577,0.002,6.433,0.784,0.944,836.644,838.438,0.656,3.124,245.95,381.8,207.35,"4,486.91","1,156.90","3,296.60",329.66,329.7,335.4,14.91,331.59,1.05,2.07,"2,146.82",264.73,636.3,-0.6,1.69,0.66,0.64,0.65,0.57,0.72,0.12,0.19,0.6,5.18,3.97,0.74,0.18,0.61,12.19,0.77,0.86,0.71,0.67,0.87,0.1,2.76,2.36,1.27,1.73,1.73,2.88,0.12,0.35,1.27,26.91,22.68,24.64,10.5,11.93,-0.74,2.4,0.88,0.89,0.86,0.75,0.96,0.22,0.38,0.8,7.38,87.78,353.11,245.26,9.6,0.2,2.2,638,56.9
363,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,18/11/2020,27/02/2021,Yes,Yes,10/01/2021,No,,After,1.69,100%,0.142,0.001,0.193,0.122,0.115,0.106,0.094,0.115,0.158,0.174,0.164,0.181,0.091,0.11,0,2.476,0.237,0.309,825.909,829.045,0.143,1.571,,,,,,,,,,16.64,,,1.3,"2,013.77",223.22,514.86,-0.22,0.69,0.33,0.27,0.32,0.34,0.36,0.14,0.17,0.25,2.75,2.2,0.54,0.24,0.46,8.72,0.52,0.54,0.46,0.58,0.61,0.09,1.38,0.81,0.69,0.81,1.32,1.5,0.12,0.35,0.69,14.84,24.62,25.04,8.79,11.1,-0.38,1.38,0.62,0.53,0.6,0.61,0.63,0.24,0.36,0.51,5.47,135.2,454.83,300.97,9.1,0.2,1.8,472.5,65.3
364,Taounate,favorable supérieur,Blé dur,Wheat,Bour,S1,30/11/2020,27/02/2021,Yes,Yes,20/12/2020,No,,After,4.44,98%,0.136,0.001,0.172,0.085,0.099,0.085,0.056,0.089,0.206,0.244,0.239,0.262,0.111,0.434,0.001,4.056,0.535,0.713,829.085,831.824,0.363,2.115,732.55,948.18,722.78,"3,770.28","1,697.40","3,267.15",326.72,326.42,820.53,14.91,329.07,0.81,1.95,"2,179.48",250.7,592.37,-0.61,1.72,0.73,0.58,0.66,0.64,0.76,0.14,0.27,0.52,5.24,4.22,0.81,0.31,0.62,12.85,0.76,0.85,0.66,0.75,0.89,0.13,2.3,2.36,1.15,2.13,2.01,2.53,0.23,0.35,1.04,28.52,20.78,23.61,9.03,10.52,-0.69,2.41,0.9,0.79,0.83,0.8,0.91,0.22,0.51,0.75,7.32,107.56,349.92,236.55,9.7,0.2,4.8,246.6,55.1
365,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,24/11/2020,27/02/2021,Yes,Yes,18/12/2020,No,,After,4.68,98%,0.145,0.004,0.217,0.12,0.102,0.103,0.067,0.127,0.322,0.39,0.392,0.418,0.173,0.82,0.003,3.724,0.585,0.815,828.93,831.689,0.542,2.832,422.61,939.59,659.9,"6,117.71","3,032.42","3,317.00",331.7,331.65,"1,649.85",14.91,333.92,0.93,2.4,"2,224.67",285.55,695.87,-0.25,1.29,0.38,0.4,0.4,0.41,0.43,0.18,0.24,0.38,3.73,3.95,0.63,0.31,0.54,11.48,0.48,0.67,0.55,0.65,0.71,0.23,1.38,1.55,0.86,1.44,1.61,1.73,0.35,0.46,0.81,21.51,21.53,22.18,9.91,9.76,-0.35,2.08,0.6,0.63,0.62,0.6,0.64,0.29,0.45,0.58,6.03,96.91,333.73,225.69,9.8,0.2,2.9,266.2,34.7
366,Taounate,favorable supérieur,Orge,Barley,Bour,S1,15/11/2020,27/02/2021,Yes,Yes,10/01/2021,No,,After,4.68,98%,0.138,0.002,0.15,0.079,0.101,0.089,0.057,0.096,0.228,0.277,0.281,0.295,0.106,0.52,0.001,3.844,0.557,0.763,829.728,832.387,0.424,2.316,,,,,,,,,,16.64,,,1.61,"2,274.24",267.72,622.15,-0.31,1.02,0.42,0.37,0.42,0.47,0.5,0.19,0.26,0.38,3.93,3.05,0.64,0.39,0.56,11.74,0.41,0.66,0.62,0.63,0.69,0.28,1.27,1.15,1.04,1.15,1.38,1.61,0.35,0.58,1.04,21.28,24.37,23.31,10.28,10.71,-0.39,1.81,0.72,0.71,0.72,0.71,0.74,0.34,0.56,0.68,6.99,129.18,443.16,293.53,10,0.3,1,473.1,33.8
367,Taounate,favorable supérieur,Blé dur,Wheat,Bour,S1,18/11/2020,27/02/2021,Yes,Yes,18/12/2020,No,,After,3.93,95%,0.145,0.001,0.194,0.105,0.111,0.11,0.086,0.129,0.257,0.306,0.286,0.324,0.124,0.439,0.001,3.401,0.468,0.62,828.962,831.717,0.365,2.305,452.33,533.03,402.45,"1,856.70",757.39,"3,280.95",328.1,328.48,353.05,16.64,330.8,0.74,1.36,"2,234.91",205.62,573.62,-0.29,0.86,0.46,0.36,0.44,0.44,0.47,0.19,0.2,0.31,3.63,2.73,0.65,0.36,0.54,11.5,0.64,0.7,0.59,0.62,0.75,0.1,1.73,1.5,0.98,1.32,1.55,1.84,0.12,0.58,0.81,21.51,21.71,22.79,10.45,10.71,-0.43,1.46,0.73,0.61,0.68,0.68,0.74,0.3,0.44,0.55,6.14,143.93,484.27,326.81,9.3,0.2,1.8,789.6,34.4
368,Taounate,favorable supérieur,Blé dur,Wheat,Bour,S1,25/11/2020,27/02/2021,Yes,Yes,10/01/2021,No,,After,2.83,95%,0.137,0.001,0.178,0.086,0.107,0.108,0.067,0.121,0.281,0.328,0.322,0.352,0.13,0.606,0.002,3.428,0.531,0.754,827.064,830.056,0.457,2.145,,,,,,,321.49,321.89,,16.64,,,1.32,"2,084.38",217.93,518.42,-0.51,1.23,0.63,0.52,0.63,0.65,0.65,0.15,0.18,0.51,4.86,2.81,0.66,0.31,0.52,11.07,0.67,0.7,0.6,0.59,0.77,0.1,1.96,1.5,0.98,1.21,1.38,2.07,0.12,0.35,0.92,20.93,23.95,23.36,9.25,10.57,-0.61,1.87,0.85,0.77,0.83,0.84,0.86,0.25,0.43,0.75,7.35,134.63,453.2,300.39,9.8,0.2,2.3,283.1,41.4
369,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,24/11/2020,27/02/2021,Yes,Yes,15/01/2021,No,,After,3.73,96%,0.142,0.001,0.177,0.081,0.104,0.103,0.059,0.114,0.294,0.343,0.334,0.362,0.142,0.733,0.003,3.73,0.576,0.807,827.24,830.21,0.491,2.127,589.78,946.2,680.2,"4,361.50","1,772.35","3,280.95",328.1,328.29,756.47,14.91,330.39,0.85,2.27,"2,286.89",315.21,713.69,-0.51,1.44,0.6,0.49,0.57,0.55,0.63,0.12,0.23,0.43,4.53,3.96,0.74,0.3,0.58,12.45,0.7,0.8,0.67,0.64,0.84,0.14,2.3,2.13,1.15,1.5,1.55,2.53,0.23,0.35,1.15,25.65,22.4,25.38,10.56,11.42,-0.64,2.09,0.81,0.72,0.78,0.72,0.83,0.2,0.43,0.63,6.59,99.42,361.94,252.16,9.9,0.2,1.7,580.9,61.2
370,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,12/11/2020,24/02/2021,Yes,Yes,18/01/2021,No,,After,3.37,93%,0.152,0.001,0.243,0.143,0.122,0.113,0.085,0.125,0.255,0.322,0.392,0.349,0.071,0.483,0.001,3.818,0.508,0.739,832.828,835.099,0.503,3.018,,,,,,,,,,17.39,,,1.8,"2,331.17",295.21,680.69,-0.69,1.46,0.71,0.68,0.68,0.6,0.81,0.11,0.18,0.62,5.51,3.76,0.99,0.3,0.64,14.23,0.97,1.03,0.74,0.88,1.07,0.1,6.79,5.23,1.84,3.22,3.39,6.9,0.12,0.35,1.15,48.99,22.37,24.41,10.41,12.62,-0.79,2.14,0.96,0.91,0.91,0.84,1.01,0.22,0.38,0.91,8.09,152.12,434.74,271.49,9.7,0.3,1,167.3,17
371,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,22/11/2020,24/02/2021,Yes,Yes,20/01/2021,No,,After,2.12,90%,0.154,0.001,0.203,0.105,0.134,0.128,0.096,0.137,0.336,0.41,0.364,0.434,0.119,0.766,0.001,5.616,0.573,0.668,831.856,834.249,0.446,2.474,,,,,,,,,,16.88,,,1.35,"2,052.41",208.61,508.76,-0.46,1.2,0.53,0.51,0.51,0.51,0.61,0.16,0.2,0.45,4.52,3.73,0.8,0.31,0.67,14.05,0.95,0.83,0.71,0.82,1.15,0.2,7.71,2.3,1.27,2.07,2.3,8.05,0.35,0.46,1.15,35.31,20.23,24.18,10.18,11.95,-0.61,1.86,0.79,0.78,0.76,0.73,0.87,0.26,0.41,0.7,6.99,155.38,433.19,268.41,9.7,0.3,2.6,205.3,56.5
372,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,22/11/2020,25/02/2021,Yes,Yes,15/01/2021,No,,After,3.82,89%,0.145,0.001,0.208,0.106,0.126,0.123,0.097,0.138,0.24,0.276,0.263,0.294,0.103,0.312,0.001,2.9,0.385,0.53,827.097,830.085,0.307,1.944,557.97,794.64,620.56,"2,637.26","1,561.86","3,293.03",329.31,329.5,705.17,17.39,332.12,0.71,1.27,"2,174.54",204.82,538.78,-0.45,0.76,0.46,0.29,0.46,0.53,0.54,0.09,0.11,0.23,3.23,2.19,0.64,0.15,0.37,9.27,0.66,0.7,0.47,0.71,0.75,0.09,1.96,1.5,0.69,1.09,1.84,2.07,0.12,0.23,0.46,17.94,21.76,23.29,11.5,11.47,-0.65,1.34,0.76,0.55,0.75,0.8,0.85,0.2,0.23,0.49,5.67,159.98,487.65,309.94,9.5,0.5,3.2,384.3,24.3
373,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,25/11/2020,24/02/2021,Yes,Yes,15/01/2021,No,,After,4.55,93%,0.167,0.001,0.199,0.083,0.121,0.111,0.061,0.11,0.363,0.489,0.492,0.521,0.102,1.418,0.002,5.936,0.729,0.898,834.986,836.988,0.66,2.796,307.05,581.9,399.05,"4,444.75","1,613.45","3,374.10",337.42,337.43,845.25,13.33,339.64,0.96,1.84,"2,244.91",317.98,685.63,-0.45,1.12,0.57,0.53,0.53,0.49,0.59,0.13,0.15,0.44,4.18,3.51,0.82,0.2,0.64,13.1,0.83,0.86,0.8,0.72,0.98,0.15,2.99,2.7,1.67,2.01,2.01,3.22,0.23,0.35,1.38,31.05,23.53,24.41,10.53,12.06,-0.66,1.83,0.84,0.82,0.8,0.75,0.88,0.23,0.35,0.69,6.84,151.37,429.68,280.65,9.5,0.4,2.1,239.7,25
374,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,01/12/2020,24/02/2021,Yes,Yes,15/01/2021,No,,After,3.69,92%,0.154,0.001,0.191,0.101,0.119,0.111,0.087,0.121,0.24,0.288,0.272,0.304,0.079,0.4,0.001,4.041,0.47,0.593,830.71,833.246,0.342,2.195,,,,,,,,,,17.39,,,1.45,"2,297.59",273.82,602.03,-0.55,1.14,0.61,0.53,0.61,0.65,0.67,0.13,0.14,0.47,4.74,2.64,0.71,0.2,0.56,10.97,0.72,0.76,0.6,0.75,0.83,0.1,2.19,1.61,0.98,1.55,2.07,2.3,0.12,0.23,0.92,22.43,22.72,25.5,11.13,11.44,-0.69,1.71,0.85,0.77,0.82,0.85,0.9,0.21,0.36,0.75,7.11,161.22,477.97,297.76,9.7,0.3,1.6,247.3,15.3
375,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,14/11/2020,24/02/2021,Yes,Yes,17/01/2021,No,,After,2.29,92%,0.14,0.001,0.118,0.051,0.104,0.089,0.055,0.083,0.227,0.29,0.272,0.302,0.09,0.643,0.001,5.853,0.638,0.764,833.604,835.778,0.415,2.154,322.29,488.14,283.27,"3,459.71","1,157.28","3,297.05",329.7,329.72,422.05,17.39,331.98,0.98,1.43,"2,079.31",164.45,526.82,-0.43,1.03,0.46,0.41,0.44,0.49,0.54,0.11,0.19,0.39,3.78,3.4,0.76,0.3,0.63,12.5,0.74,0.79,0.65,0.78,0.85,0.12,2.42,2.24,1.09,2.01,2.13,2.65,0.23,0.35,1.04,27.6,23.22,25.47,10.74,12.04,-0.57,1.62,0.71,0.64,0.66,0.69,0.76,0.19,0.36,0.62,5.95,140.07,422.44,268.34,9.7,0.3,2.8,404.5,15.6
376,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,14/11/2020,24/02/2021,Yes,Yes,17/01/2021,No,,After,2.6,92%,0.14,0.001,0.184,0.083,0.111,0.101,0.068,0.105,0.284,0.364,0.349,0.386,0.111,0.802,0.001,5.525,0.635,0.776,833.48,835.67,0.489,2.678,327.08,490.38,356.5,"4,007.60","1,315.36","3,305.80",330.6,330.42,537.66,17.39,333,0.95,1.67,"2,184.08",313.61,664.12,-0.52,1.23,0.61,0.57,0.57,0.52,0.63,0.1,0.23,0.53,4.9,3.26,0.76,0.2,0.67,13,0.78,0.78,0.78,0.67,0.91,0.13,2.88,2.07,1.5,1.9,1.78,3.11,0.23,0.35,1.27,29.33,22.87,25.08,10.09,11.99,-0.71,1.86,0.86,0.78,0.8,0.74,0.91,0.2,0.51,0.78,7.4,152.88,458.09,292.03,9.6,0.3,2.1,615.9,21.3
377,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,01/12/2020,25/02/2021,Yes,Yes,20/01/2021,No,,After,3.55,90%,0.139,0.001,0.149,0.063,0.101,0.093,0.056,0.103,0.284,0.367,0.353,0.393,0.138,0.861,0.002,4.472,0.647,0.836,832.514,834.825,0.521,2.59,,,,,,,,,,14.91,,,1.4,"2,264.24",220.46,590.53,-0.47,0.87,0.49,0.37,0.49,0.57,0.59,0.11,0.12,0.37,3.69,2.02,0.58,0.16,0.32,8.52,0.64,0.62,0.36,0.68,0.75,0.1,1.84,1.15,0.52,0.92,1.55,1.96,0.12,0.23,0.46,15.41,23.79,26.07,10.76,10.04,-0.63,1.44,0.75,0.63,0.73,0.81,0.85,0.22,0.28,0.62,6.07,160.56,486.01,304.89,9.6,0.3,1.4,433.2,15.1
378,Taounate,favorable supérieur,Blé dur,Wheat,Bour,S1,29/11/2020,25/02/2021,No,Yes,10/01/2021,No,,After,3.07,93%,0.171,0.001,0.358,0.209,0.143,0.152,0.13,0.191,0.334,0.38,0.373,0.404,0.129,0.436,0.003,2.722,0.381,0.554,825.661,828.829,0.388,2.428,617.55,"1,086.75",974.05,"5,091.05","2,715.15","3,313.15",331.28,330.95,"1,338.60",17.39,334.21,0.78,1.74,"2,187.53",241.73,604.33,-0.36,1.03,0.45,0.35,0.39,0.41,0.49,0.13,0.18,0.34,3.57,3,0.58,0.2,0.54,10.4,0.58,0.64,0.57,0.54,0.74,0.16,1.61,1.38,0.86,1.15,1.15,1.84,0.23,0.35,0.81,19.09,24.24,25.82,11.22,11.12,-0.49,1.55,0.64,0.53,0.59,0.59,0.7,0.21,0.3,0.51,5.37,133.43,399.05,255.22,9.4,0.3,2.4,682,30.1
379,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,02/12/2020,25/02/2021,Yes,Yes,20/01/2021,No,,After,2.66,95%,0.152,0.002,0.178,0.097,0.114,0.107,0.077,0.124,0.257,0.314,0.31,0.336,0.11,0.493,0.002,3.229,0.499,0.695,829.65,832.319,0.419,2.376,621.21,914.32,743.45,"3,055.29","1,686.88","3,275.86",327.6,327.36,"1,084.98",14.91,330.25,0.71,1.92,"2,287.12",301.65,710.47,-0.11,0.93,0.32,0.41,0.32,0.3,0.33,0.22,0.26,0.31,3.43,2.98,0.6,0.31,0.52,11.04,0.49,0.71,0.55,0.6,0.72,0.23,1.5,1.5,0.81,1.21,1.32,1.84,0.35,0.46,0.81,20.01,22.06,22.83,11.76,11.86,-0.29,1.62,0.6,0.66,0.56,0.51,0.65,0.36,0.5,0.54,6.01,133.39,426.11,278.16,9.6,0.4,3.8,241.6,19.1
380,Taounate,favorable supérieur,Blé dur,Wheat,Bour,S1,29/11/2020,25/02/2021,No,No,,No,,No N topDress ,4.53,99%,0.142,0.001,0.2,0.09,0.114,0.119,0.072,0.147,0.402,0.492,0.469,0.52,0.163,1.148,0.005,3.903,0.621,0.844,829.429,832.126,0.614,2.725,378.6,780.74,452.23,"5,031.49","1,951.30","3,293.60",329.38,329.54,813.3,14.91,331.53,0.96,1.55,"2,437.43",298.89,654.35,-0.19,0.81,0.35,0.34,0.35,0.36,0.37,0.18,0.26,0.33,3.42,2.48,0.55,0.3,0.51,10.48,0.45,0.55,0.48,0.56,0.67,0.22,1.15,0.86,0.75,0.92,1.15,1.5,0.35,0.58,0.81,17.94,20.92,20.5,12.01,12.85,-0.35,1.44,0.58,0.6,0.58,0.56,0.64,0.29,0.54,0.57,6.09,148.64,486.75,312.01,9.8,0.4,1.7,131.3,20.2
381,Taounate,favorable supérieur,Blé dur,Wheat,Bour,S1,05/12/2020,25/02/2021,No,Yes,10/01/2021,No,,After,3.15,94%,0.141,0.001,0.194,0.131,0.146,0.141,0.134,0.145,0.233,0.268,0.26,0.285,0.095,0.215,0,8.72,0.341,0.368,833.911,836.047,0.225,2.017,818.19,"1,021.87","1,025.50","2,679.56","1,601.04","3,261.40",326.15,326.26,931.99,14.91,328.95,0.52,1.51,"2,360.14",291.06,658.95,-0.1,0.59,0.23,0.22,0.24,0.26,0.28,0.17,0.21,0.22,2.59,2.48,0.54,0.45,0.46,10.86,0.4,0.58,0.46,0.54,0.66,0.25,0.92,0.98,0.69,0.86,1.27,1.38,0.46,0.69,0.69,18.86,19.38,19.81,10.66,12.45,-0.23,1.55,0.6,0.71,0.6,0.52,0.62,0.39,0.64,0.62,6.78,157.72,502.83,319.34,9.5,0.3,3.3,434.7,16.9
382,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,24/11/2020,24/02/2021,Yes,Yes,26/01/2021,No,,After,2.65,97%,0.139,0.001,0.128,0.054,0.102,0.084,0.047,0.086,0.253,0.336,0.327,0.35,0.089,0.853,0.001,5.013,0.683,0.86,834.175,836.278,0.509,2.536,392.06,574.37,433.53,"4,678.98","1,582.76","3,290.03",329,328.84,709.34,17.39,331.26,0.96,1.13,"1,938.90",185.72,451.38,-0.48,0.82,0.34,0.28,0.37,0.56,0.59,0.11,0.15,0.26,3.27,2.84,0.71,0.2,0.55,11.33,0.76,0.76,0.6,0.78,0.85,0.09,2.53,1.67,0.98,1.61,2.01,2.65,0.12,0.23,0.92,23,22.45,26.32,10.21,12.04,-0.61,1.49,0.65,0.57,0.66,0.82,0.83,0.22,0.33,0.54,5.95,152.88,458.09,292.03,9.6,0.3,4.3,"1,127.50",18.5
